snmp_mib;snmp_label;snmp_index;snmp_oid;snmp_datatype;keypart;name;units;units_factor;description
BACS2-MIB;bacsModuleTemperature;21;1.3.6.1.2.1.33.5.2.5.1.3.21;Integer32;mod.21.temp;Module 21 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;22;1.3.6.1.2.1.33.5.2.5.1.3.22;Integer32;mod.22.temp;Module 22 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;23;1.3.6.1.2.1.33.5.2.5.1.3.23;Integer32;mod.23.temp;Module 23 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;24;1.3.6.1.2.1.33.5.2.5.1.3.24;Integer32;mod.24.temp;Module 24 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;25;1.3.6.1.2.1.33.5.2.5.1.3.25;Integer32;mod.25.temp;Module 25 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;26;1.3.6.1.2.1.33.5.2.5.1.3.26;Integer32;mod.26.temp;Module 26 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;27;1.3.6.1.2.1.33.5.2.5.1.3.27;Integer32;mod.27.temp;Module 27 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;28;1.3.6.1.2.1.33.5.2.5.1.3.28;Integer32;mod.28.temp;Module 28 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;29;1.3.6.1.2.1.33.5.2.5.1.3.29;Integer32;mod.29.temp;Module 29 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;30;1.3.6.1.2.1.33.5.2.5.1.3.30;Integer32;mod.30.temp;Module 30 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;31;1.3.6.1.2.1.33.5.2.5.1.3.31;Integer32;mod.31.temp;Module 31 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;32;1.3.6.1.2.1.33.5.2.5.1.3.32;Integer32;mod.32.temp;Module 32 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;33;1.3.6.1.2.1.33.5.2.5.1.3.33;Integer32;mod.33.temp;Module 33 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;34;1.3.6.1.2.1.33.5.2.5.1.3.34;Integer32;mod.34.temp;Module 34 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;35;1.3.6.1.2.1.33.5.2.5.1.3.35;Integer32;mod.35.temp;Module 35 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;36;1.3.6.1.2.1.33.5.2.5.1.3.36;Integer32;mod.36.temp;Module 36 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;37;1.3.6.1.2.1.33.5.2.5.1.3.37;Integer32;mod.37.temp;Module 37 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;38;1.3.6.1.2.1.33.5.2.5.1.3.38;Integer32;mod.38.temp;Module 38 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;39;1.3.6.1.2.1.33.5.2.5.1.3.39;Integer32;mod.39.temp;Module 39 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;40;1.3.6.1.2.1.33.5.2.5.1.3.40;Integer32;mod.40.temp;Module 40 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;41;1.3.6.1.2.1.33.5.2.5.1.3.41;Integer32;mod.41.temp;Module 41 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;42;1.3.6.1.2.1.33.5.2.5.1.3.42;Integer32;mod.42.temp;Module 42 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;43;1.3.6.1.2.1.33.5.2.5.1.3.43;Integer32;mod.43.temp;Module 43 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;44;1.3.6.1.2.1.33.5.2.5.1.3.44;Integer32;mod.44.temp;Module 44 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;45;1.3.6.1.2.1.33.5.2.5.1.3.45;Integer32;mod.45.temp;Module 45 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;46;1.3.6.1.2.1.33.5.2.5.1.3.46;Integer32;mod.46.temp;Module 46 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;47;1.3.6.1.2.1.33.5.2.5.1.3.47;Integer32;mod.47.temp;Module 47 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;48;1.3.6.1.2.1.33.5.2.5.1.3.48;Integer32;mod.48.temp;Module 48 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;49;1.3.6.1.2.1.33.5.2.5.1.3.49;Integer32;mod.49.temp;Module 49 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;50;1.3.6.1.2.1.33.5.2.5.1.3.50;Integer32;mod.50.temp;Module 50 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;51;1.3.6.1.2.1.33.5.2.5.1.3.51;Integer32;mod.51.temp;Module 51 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;52;1.3.6.1.2.1.33.5.2.5.1.3.52;Integer32;mod.52.temp;Module 52 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;53;1.3.6.1.2.1.33.5.2.5.1.3.53;Integer32;mod.53.temp;Module 53 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;54;1.3.6.1.2.1.33.5.2.5.1.3.54;Integer32;mod.54.temp;Module 54 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;55;1.3.6.1.2.1.33.5.2.5.1.3.55;Integer32;mod.55.temp;Module 55 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;56;1.3.6.1.2.1.33.5.2.5.1.3.56;Integer32;mod.56.temp;Module 56 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;57;1.3.6.1.2.1.33.5.2.5.1.3.57;Integer32;mod.57.temp;Module 57 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;58;1.3.6.1.2.1.33.5.2.5.1.3.58;Integer32;mod.58.temp;Module 58 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;59;1.3.6.1.2.1.33.5.2.5.1.3.59;Integer32;mod.59.temp;Module 59 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;60;1.3.6.1.2.1.33.5.2.5.1.3.60;Integer32;mod.60.temp;Module 60 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;61;1.3.6.1.2.1.33.5.2.5.1.3.61;Integer32;mod.61.temp;Module 61 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;62;1.3.6.1.2.1.33.5.2.5.1.3.62;Integer32;mod.62.temp;Module 62 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;63;1.3.6.1.2.1.33.5.2.5.1.3.63;Integer32;mod.63.temp;Module 63 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;64;1.3.6.1.2.1.33.5.2.5.1.3.64;Integer32;mod.64.temp;Module 64 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;65;1.3.6.1.2.1.33.5.2.5.1.3.65;Integer32;mod.65.temp;Module 65 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;66;1.3.6.1.2.1.33.5.2.5.1.3.66;Integer32;mod.66.temp;Module 66 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;67;1.3.6.1.2.1.33.5.2.5.1.3.67;Integer32;mod.67.temp;Module 67 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;68;1.3.6.1.2.1.33.5.2.5.1.3.68;Integer32;mod.68.temp;Module 68 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;69;1.3.6.1.2.1.33.5.2.5.1.3.69;Integer32;mod.69.temp;Module 69 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;70;1.3.6.1.2.1.33.5.2.5.1.3.70;Integer32;mod.70.temp;Module 70 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;71;1.3.6.1.2.1.33.5.2.5.1.3.71;Integer32;mod.71.temp;Module 71 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;72;1.3.6.1.2.1.33.5.2.5.1.3.72;Integer32;mod.72.temp;Module 72 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;73;1.3.6.1.2.1.33.5.2.5.1.3.73;Integer32;mod.73.temp;Module 73 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;74;1.3.6.1.2.1.33.5.2.5.1.3.74;Integer32;mod.74.temp;Module 74 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;75;1.3.6.1.2.1.33.5.2.5.1.3.75;Integer32;mod.75.temp;Module 75 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;76;1.3.6.1.2.1.33.5.2.5.1.3.76;Integer32;mod.76.temp;Module 76 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;77;1.3.6.1.2.1.33.5.2.5.1.3.77;Integer32;mod.77.temp;Module 77 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;78;1.3.6.1.2.1.33.5.2.5.1.3.78;Integer32;mod.78.temp;Module 78 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;79;1.3.6.1.2.1.33.5.2.5.1.3.79;Integer32;mod.79.temp;Module 79 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;80;1.3.6.1.2.1.33.5.2.5.1.3.80;Integer32;mod.80.temp;Module 80 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;81;1.3.6.1.2.1.33.5.2.5.1.3.81;Integer32;mod.81.temp;Module 81 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;82;1.3.6.1.2.1.33.5.2.5.1.3.82;Integer32;mod.82.temp;Module 82 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;83;1.3.6.1.2.1.33.5.2.5.1.3.83;Integer32;mod.83.temp;Module 83 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;84;1.3.6.1.2.1.33.5.2.5.1.3.84;Integer32;mod.84.temp;Module 84 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;85;1.3.6.1.2.1.33.5.2.5.1.3.85;Integer32;mod.85.temp;Module 85 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;86;1.3.6.1.2.1.33.5.2.5.1.3.86;Integer32;mod.86.temp;Module 86 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;87;1.3.6.1.2.1.33.5.2.5.1.3.87;Integer32;mod.87.temp;Module 87 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;88;1.3.6.1.2.1.33.5.2.5.1.3.88;Integer32;mod.88.temp;Module 88 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;89;1.3.6.1.2.1.33.5.2.5.1.3.89;Integer32;mod.89.temp;Module 89 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;90;1.3.6.1.2.1.33.5.2.5.1.3.90;Integer32;mod.90.temp;Module 90 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;91;1.3.6.1.2.1.33.5.2.5.1.3.91;Integer32;mod.91.temp;Module 91 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;92;1.3.6.1.2.1.33.5.2.5.1.3.92;Integer32;mod.92.temp;Module 92 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;93;1.3.6.1.2.1.33.5.2.5.1.3.93;Integer32;mod.93.temp;Module 93 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;94;1.3.6.1.2.1.33.5.2.5.1.3.94;Integer32;mod.94.temp;Module 94 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;95;1.3.6.1.2.1.33.5.2.5.1.3.95;Integer32;mod.95.temp;Module 95 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;96;1.3.6.1.2.1.33.5.2.5.1.3.96;Integer32;mod.96.temp;Module 96 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;97;1.3.6.1.2.1.33.5.2.5.1.3.97;Integer32;mod.97.temp;Module 97 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;98;1.3.6.1.2.1.33.5.2.5.1.3.98;Integer32;mod.98.temp;Module 98 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleTemperature;99;1.3.6.1.2.1.33.5.2.5.1.3.99;Integer32;mod.99.temp;Module 99 Temperature;Cel;1/10;The module temperature.
BACS2-MIB;bacsModuleBypass;0;1.3.6.1.2.1.33.5.2.5.1.4.0;NonNegativeInteger;mod.0.bypass;Module 0 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;1;1.3.6.1.2.1.33.5.2.5.1.4.1;NonNegativeInteger;mod.1.bypass;Module 1 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;2;1.3.6.1.2.1.33.5.2.5.1.4.2;NonNegativeInteger;mod.2.bypass;Module 2 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;3;1.3.6.1.2.1.33.5.2.5.1.4.3;NonNegativeInteger;mod.3.bypass;Module 3 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;4;1.3.6.1.2.1.33.5.2.5.1.4.4;NonNegativeInteger;mod.4.bypass;Module 4 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;5;1.3.6.1.2.1.33.5.2.5.1.4.5;NonNegativeInteger;mod.5.bypass;Module 5 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;6;1.3.6.1.2.1.33.5.2.5.1.4.6;NonNegativeInteger;mod.6.bypass;Module 6 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;7;1.3.6.1.2.1.33.5.2.5.1.4.7;NonNegativeInteger;mod.7.bypass;Module 7 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;8;1.3.6.1.2.1.33.5.2.5.1.4.8;NonNegativeInteger;mod.8.bypass;Module 8 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;9;1.3.6.1.2.1.33.5.2.5.1.4.9;NonNegativeInteger;mod.9.bypass;Module 9 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;10;1.3.6.1.2.1.33.5.2.5.1.4.10;NonNegativeInteger;mod.10.bypass;Module 10 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;11;1.3.6.1.2.1.33.5.2.5.1.4.11;NonNegativeInteger;mod.11.bypass;Module 11 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;12;1.3.6.1.2.1.33.5.2.5.1.4.12;NonNegativeInteger;mod.12.bypass;Module 12 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;13;1.3.6.1.2.1.33.5.2.5.1.4.13;NonNegativeInteger;mod.13.bypass;Module 13 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;14;1.3.6.1.2.1.33.5.2.5.1.4.14;NonNegativeInteger;mod.14.bypass;Module 14 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;15;1.3.6.1.2.1.33.5.2.5.1.4.15;NonNegativeInteger;mod.15.bypass;Module 15 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;16;1.3.6.1.2.1.33.5.2.5.1.4.16;NonNegativeInteger;mod.16.bypass;Module 16 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;17;1.3.6.1.2.1.33.5.2.5.1.4.17;NonNegativeInteger;mod.17.bypass;Module 17 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;18;1.3.6.1.2.1.33.5.2.5.1.4.18;NonNegativeInteger;mod.18.bypass;Module 18 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;19;1.3.6.1.2.1.33.5.2.5.1.4.19;NonNegativeInteger;mod.19.bypass;Module 19 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;20;1.3.6.1.2.1.33.5.2.5.1.4.20;NonNegativeInteger;mod.20.bypass;Module 20 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;21;1.3.6.1.2.1.33.5.2.5.1.4.21;NonNegativeInteger;mod.21.bypass;Module 21 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;22;1.3.6.1.2.1.33.5.2.5.1.4.22;NonNegativeInteger;mod.22.bypass;Module 22 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;23;1.3.6.1.2.1.33.5.2.5.1.4.23;NonNegativeInteger;mod.23.bypass;Module 23 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;24;1.3.6.1.2.1.33.5.2.5.1.4.24;NonNegativeInteger;mod.24.bypass;Module 24 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;25;1.3.6.1.2.1.33.5.2.5.1.4.25;NonNegativeInteger;mod.25.bypass;Module 25 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;26;1.3.6.1.2.1.33.5.2.5.1.4.26;NonNegativeInteger;mod.26.bypass;Module 26 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;27;1.3.6.1.2.1.33.5.2.5.1.4.27;NonNegativeInteger;mod.27.bypass;Module 27 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;28;1.3.6.1.2.1.33.5.2.5.1.4.28;NonNegativeInteger;mod.28.bypass;Module 28 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;29;1.3.6.1.2.1.33.5.2.5.1.4.29;NonNegativeInteger;mod.29.bypass;Module 29 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;30;1.3.6.1.2.1.33.5.2.5.1.4.30;NonNegativeInteger;mod.30.bypass;Module 30 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;31;1.3.6.1.2.1.33.5.2.5.1.4.31;NonNegativeInteger;mod.31.bypass;Module 31 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;32;1.3.6.1.2.1.33.5.2.5.1.4.32;NonNegativeInteger;mod.32.bypass;Module 32 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;33;1.3.6.1.2.1.33.5.2.5.1.4.33;NonNegativeInteger;mod.33.bypass;Module 33 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;34;1.3.6.1.2.1.33.5.2.5.1.4.34;NonNegativeInteger;mod.34.bypass;Module 34 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;35;1.3.6.1.2.1.33.5.2.5.1.4.35;NonNegativeInteger;mod.35.bypass;Module 35 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;36;1.3.6.1.2.1.33.5.2.5.1.4.36;NonNegativeInteger;mod.36.bypass;Module 36 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;37;1.3.6.1.2.1.33.5.2.5.1.4.37;NonNegativeInteger;mod.37.bypass;Module 37 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;38;1.3.6.1.2.1.33.5.2.5.1.4.38;NonNegativeInteger;mod.38.bypass;Module 38 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;39;1.3.6.1.2.1.33.5.2.5.1.4.39;NonNegativeInteger;mod.39.bypass;Module 39 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;40;1.3.6.1.2.1.33.5.2.5.1.4.40;NonNegativeInteger;mod.40.bypass;Module 40 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;41;1.3.6.1.2.1.33.5.2.5.1.4.41;NonNegativeInteger;mod.41.bypass;Module 41 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;42;1.3.6.1.2.1.33.5.2.5.1.4.42;NonNegativeInteger;mod.42.bypass;Module 42 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;43;1.3.6.1.2.1.33.5.2.5.1.4.43;NonNegativeInteger;mod.43.bypass;Module 43 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;44;1.3.6.1.2.1.33.5.2.5.1.4.44;NonNegativeInteger;mod.44.bypass;Module 44 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;45;1.3.6.1.2.1.33.5.2.5.1.4.45;NonNegativeInteger;mod.45.bypass;Module 45 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;46;1.3.6.1.2.1.33.5.2.5.1.4.46;NonNegativeInteger;mod.46.bypass;Module 46 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;47;1.3.6.1.2.1.33.5.2.5.1.4.47;NonNegativeInteger;mod.47.bypass;Module 47 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;48;1.3.6.1.2.1.33.5.2.5.1.4.48;NonNegativeInteger;mod.48.bypass;Module 48 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;49;1.3.6.1.2.1.33.5.2.5.1.4.49;NonNegativeInteger;mod.49.bypass;Module 49 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;50;1.3.6.1.2.1.33.5.2.5.1.4.50;NonNegativeInteger;mod.50.bypass;Module 50 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;51;1.3.6.1.2.1.33.5.2.5.1.4.51;NonNegativeInteger;mod.51.bypass;Module 51 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;52;1.3.6.1.2.1.33.5.2.5.1.4.52;NonNegativeInteger;mod.52.bypass;Module 52 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;53;1.3.6.1.2.1.33.5.2.5.1.4.53;NonNegativeInteger;mod.53.bypass;Module 53 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;54;1.3.6.1.2.1.33.5.2.5.1.4.54;NonNegativeInteger;mod.54.bypass;Module 54 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;55;1.3.6.1.2.1.33.5.2.5.1.4.55;NonNegativeInteger;mod.55.bypass;Module 55 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;56;1.3.6.1.2.1.33.5.2.5.1.4.56;NonNegativeInteger;mod.56.bypass;Module 56 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;57;1.3.6.1.2.1.33.5.2.5.1.4.57;NonNegativeInteger;mod.57.bypass;Module 57 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;58;1.3.6.1.2.1.33.5.2.5.1.4.58;NonNegativeInteger;mod.58.bypass;Module 58 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;59;1.3.6.1.2.1.33.5.2.5.1.4.59;NonNegativeInteger;mod.59.bypass;Module 59 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;60;1.3.6.1.2.1.33.5.2.5.1.4.60;NonNegativeInteger;mod.60.bypass;Module 60 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;61;1.3.6.1.2.1.33.5.2.5.1.4.61;NonNegativeInteger;mod.61.bypass;Module 61 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;62;1.3.6.1.2.1.33.5.2.5.1.4.62;NonNegativeInteger;mod.62.bypass;Module 62 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;63;1.3.6.1.2.1.33.5.2.5.1.4.63;NonNegativeInteger;mod.63.bypass;Module 63 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;64;1.3.6.1.2.1.33.5.2.5.1.4.64;NonNegativeInteger;mod.64.bypass;Module 64 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;65;1.3.6.1.2.1.33.5.2.5.1.4.65;NonNegativeInteger;mod.65.bypass;Module 65 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;66;1.3.6.1.2.1.33.5.2.5.1.4.66;NonNegativeInteger;mod.66.bypass;Module 66 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;67;1.3.6.1.2.1.33.5.2.5.1.4.67;NonNegativeInteger;mod.67.bypass;Module 67 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;68;1.3.6.1.2.1.33.5.2.5.1.4.68;NonNegativeInteger;mod.68.bypass;Module 68 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;69;1.3.6.1.2.1.33.5.2.5.1.4.69;NonNegativeInteger;mod.69.bypass;Module 69 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;70;1.3.6.1.2.1.33.5.2.5.1.4.70;NonNegativeInteger;mod.70.bypass;Module 70 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;71;1.3.6.1.2.1.33.5.2.5.1.4.71;NonNegativeInteger;mod.71.bypass;Module 71 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;72;1.3.6.1.2.1.33.5.2.5.1.4.72;NonNegativeInteger;mod.72.bypass;Module 72 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;73;1.3.6.1.2.1.33.5.2.5.1.4.73;NonNegativeInteger;mod.73.bypass;Module 73 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;74;1.3.6.1.2.1.33.5.2.5.1.4.74;NonNegativeInteger;mod.74.bypass;Module 74 Bypass;/;1/1000;The module bypass voltage.
BACS2-MIB;bacsModuleBypass;75;1.3.6.1.2.1.33.5.2.5.1.4.75;NonNegativeInteger;mod.75.bypass;Module 75 Bypass;/;1/1000;The module bypass voltage.
